sentimen,tweet
negatif,"Untung bpk jokowi bahas mobile legend, semoga dgn diperhatikannya game mobile legend rakyat bisa makin Makmur.. Harga"" bahan pokok jd terjangkau....pokok e hidup Mobile Legend!!!  Kelas pertanyaan presiden seputar mobile legend"
negatif,"Prabowo : â€œKekayaan Indonesia dikiasai oleh 1% Elite!â€  Dan dengan bangga nya dia mengakui hal yang selama ini dia koar2kan yg dia anggap merusak ekonomi / kekayaan negara!  Harusnya malu woi ! Atau emang udah gapunya mau?! #BeraniPilih02 , Auto hancur bangsa ini!"
negatif,"Prabowo bilang, contohlah Tiongkok!  Tiongkok menjelma jadi raksasa ekonomi butuh waktu 15 tahun. Pondasinya dibangun dalam beberapa dekade.  Jelas kan, semua kehancuran bangsa ini karena Soeharto yang Prabowo puja dan ingin dihidupkan kembali...  pic.twitter.com/IXwUYZTUsp"
negatif,"Benarkan, Prabowo saja akui president terdahulu tdk lbh baik, justru biang dari kehancuran ekonomi datangnya dr yg terdahulu.  Gitu kok mau ganti president."
negatif,Wkwkwk.. Poin terahir dalam depat ini .. Kehancuran ekonomi kata PRABOWO bukan kesalahan JOKOWI tapi kesalahan SBY ...ðŸ˜‚ðŸ˜‚ðŸ˜‚
negatif,Wkwkwk.. Ketika PRABOWO bilang bahwa kehancuran ekonomi ini bukan salah pak jokowi tapi salah presiden sebelum nya.. Kulihat wajah @AgusYudhoyono langsung kecut...ðŸ˜‚ðŸ˜‚ðŸ˜‚
positif,"Setuju, fondasi ekonomi dulu diperkuat baru bicara yang lain lain, kalau ekonomi lemah percuma, cuma bisa mimpi tanpa bisa direalisasikan, good point and by the way superb closing statement by @prabowo and @sandiuno"
positif,GAJI @prabowo @sandiuno akan dikasih semua ke fakir miskin om keren kan?
netral,Program ekonomi Pak Jokowi ini berpihak pada masyarakat sehingga kemiskinan bisa diatasi. #JokowiPutihkanGBK
positif,"hatihati pak prabowo dan pak sandi,,, komitmen bapak-bapak untuk tidak mengambil gaji serupiah pun saya ingat dengan sangat jelas, lho. heheheheheh"
netral,"Kata bang Sandi kalau mau harga bahan pokok murah ya TPS,Tusuk Prabowo Sandi  Kalau mau gak kangen kangen an member lagi ya Tusut   Mashook gak?"
netral,Yakiinn tuu ngga ada nunggak pajaknya yaw @prabowo ?
netral,"Perlu kita ingat bahwa dasar negara kita Pancasila, NKRI, Bhinneka Tunggal Ika, UUD 1945 sudah final, harga mati dan tidak bisa diganggu gugat,"" kata Jokowi #JokowiMenangTotalDebat"
negatif,"Terlampau optimis,jadi sombong takabur..,makanya beliau selalu optimis  janji masalalu ngak tercapai,optimis..harga sawit anjlok optimis,harga karet terjun optimis.. optimis,pertumbuhan ekonomi 5% optimis..ðŸ¤”"
netral,Pemerintahan Jokowi fokus pada pertumbuhan ekonomi berkeadilan  https://www.antaranews.com/berita/829391/pemerintahan-jokowi-fokus-pada-pertumbuhan-ekonomi-berkeadilanÂ â€¦
positif,Kalimat penutup yang luarbiasa: Jika nanti Prabowo Sandi menang terpilih menjadi Presiden dan Wakil Presiden maka tidak akan ambil gaji. Maa syaa Allah....  #TPStuhTusukPrabowoSandi
positif,"Salut sama Pak @prabowo @sandiuno dgn tdk akan mengambil gaji 1 rupiahpun apabila diberi amanah jd presiden. Rela berkorban jiwa, raga dan harta utk NKRI. Sdgkan bnyk sekali pejabat yg serakah hingga korupsi besar2an. #PrabowoSandimenang semangat @Gerindra @fadlizon @Dahnilanzar"
negatif,"OMG, sudahlah ya, e sport sebagai ekonomi kreatif itu bisa buka peluang buat banyak orang. Sempit amat dah"
negatif,"Prabowo Sandi janji ga  ambil gajinya sbg presiden - wakil presiden,  ya pasti berani lah.. kan ga mungkin jd presiden - wakil krn ga kepilih.. ngelawak nehðŸ˜…  pic.twitter.com/Iyj9J4suCc"
netral,Memimpin itu perlu ke ikhlasan.. Klo nyari gaji ya btul kerja. . Pilih Prabowo sandi.. Siap membela negri ðŸ‘†
netral,"Bintang debat kali ini menurut gua jokowi sama sandi. Ya cucok sih bahasannya ekonomi, duaâ€nya samaâ€ pengusaha yekan."
positif,"jokowi abis belajar makro nih, bisa-bisanya counterattack pake istilah ekonomi wkwkwk."
netral,"Pernyataan penutup Debat ke-V  @jokowi -@KHMarufAmin_  kami yakin kemajuan ekonomi, kesejahteraan rakyat melalui upaya nyata dalam pembangun di bidang infrastrukur, dan pembangunan SDM, revormasi subtantif lebih dirasakan dalam tahun 2014,"
negatif,"Pak tolong jika bpk prabowo jadi presiden buat bangga dan kuat TNI, masa Indonesia minciptakan kapal selam pertama coma menham yg resmikan, ini presidennya ribuk meresmikan jln tol, menghargai krn anak bangsa lebih berarti jln tol. Miris melihat TNI sprt ini"
positif,"Pertama dalam sejarah, Capres dan Cawapres siap tak ambil gajinya dan akan menyerahkan kepada negara untuk disumbangkan kepada kaum dhuafa dan yatim piatu. Luar biasa ! Rakyat yakin ke TPS ( Tusuk Prabowo Sandi ) 02 #HoaxJkwMenangTotalDebat"
positif,"Nggak salah kok tanya e-sport. Gamer sekarang profesi, anak muda bisa juga jg jd enterpreuner dgn membut game. Orang yg berumur 40 thn pun masih main game di hp. Bayangkan kalau banyak org main game karya anak Indonesia. Jd ini jg peluang meningkatkan ekonomi."
positif,Infrakstruktur adalah bentuk keadilan sosial Pembangujan akan merata .. tdk cuma di kota2 besar saja Meningkatkan perekonomian di derah2 yg selama ininsukar terjangkau  Menteri2 jokowi banyak yg hebat..
netral,Di era pemerintahan pakde jokowi infrastruktur2 terus dibangun untuk pertumbuhan ekonomi
netral,Closing Statement: Kyai Ma'ruf optimis akan sukses dlm membangun ekonomi bangsa ini Jokowi positifisme pilpres akan membawa Indonesia ke puncak kejayaan  Sandi mengemis suara Prabowo coba meraih simpati dg kembali menyerang dg senjata hoax #JokowiMenangTotalDebat pic.twitter.com/zK7rKlFe13
netral,"Sementara, menurut @prabowo BUMN adalah benteng terakhir ekonomi di Indonesia dan melihat benteng itu goyah. #DebatTerakhirPilpres2019 #DebatPilpres2019  http://bit.ly/2Iw2l3NÂ  pic.twitter.com/hNRhHmMNGn"
netral,"BUMN kita adalah benteng terakhir ekonomi Indonesia. Sekarang benteng-benteng itu goyah. Studi Bloomberg, BEP penerbangan bisa untung. Garuda baru bisa untung kalau penumpangnya 120 persen. Berarti gak akan pernah bisa untung (@prabowo)  pic.twitter.com/egHDgLWnFt"
positif,MasyaAllah.  Prabowo - Sandi berjanji tidak akan mengambil sepeserpun gaji mereka jika terpilih.  #02MenangDebat
positif,"Insyaallah Prabowo Sandi bisa. Mungkin ga keseluruhan utang akan terlunasi, tapi yakin asset negara akan bisa kembali ke Indonesia kalau denger setiap perkataan Prabowo. Ekonomi akan membaik kalau mendengar penjelasan Sandiaga Uno. Insyaallah #17AprilPrabowoPresidenRI"
negatif,"Bukan kagak ngerti. Tapi fokusnya engga ke e-sport. Jadi jelasin dulu fokus pertanian. Soalnya dari pertanian bisa loncat ke ekonomi, e-sport juga kan ada dapet duit dan ngasih duit. Ujung2nya bisa dibilang nyambung kok."
positif,Ekonomi akan tumbuh dengan pemimpin pak jokowi #JokowiMenangTotalDebat pic.twitter.com/ji4hFii1wW
positif,"Saya percaya bang sandi,waktu jadi Wagub saja,beliau tak ambil gaji,beliau sumbangkan semua gajinya  Maksud pak Prabowo jgn suka mengklaim hasil pemikiran ayo ide2 org lain"
positif,Penutup yang jos dari Prabowo Sandi ga akan menerima gaji dan akan menyumbangkannya untuk kaum dhuafa & yg paling penting beliau bertekad menunaikan janjinya..wis wayahe kita hari Rabu tanggal 17 April 2019 ke TPS =Tusuk Prabowo Sandi utk Indonesia menang #GueKapokPilihJokowi
positif,Prabowo Sandi jika terpilih tidak ambil gaji. Itu tanda bahwa mereka kerja untuk rakyat jika terpilih nanti...  #SayaYakinPrabowoMenang #DebatTerakhirPilpres2019 #AaGymPilihPrabowo
negatif,"Gw streaming IDN Times, ada narsum yg ngejelasin ekonomi makro dan mikro. Barusan aja dia bilang 'paslon yg sok jadi ahli ekonomi'. Petahana emg ngeles klo disinggung masalah ekonomi mikro ðŸ˜…"
negatif,Pokoknya kata PRABOWO kehancuran ekonomi ini bukan salah pak jokowi tapi salah presiden sebelum nya yaitu SBY..ðŸ˜‚ðŸ˜‚ðŸ˜‚
netral,Nawacita @jokowi di nilai sangat sukuses Diantaranya mewujudkan kemandirian ekonomi dengan menggerakkan sektor2 strategis ekonomi domestik. Meningkatkan produktivitas rakyat & daya saing di pasar internasional. Sehingga Indonesia bisa maju #JokowiMenangTotalDebat
positif,"Presiden mana yg tidak mengambil gajinya coba, keiklasan yang masya Allah banget. Haqqul yakiin Tusuk Prabowo Sandi"
negatif,"Lohh ekspor kitaaa terlalu banyakkk,panen dari petani terbuang percuma,kita negara agrari tp hampir full ekspor,ituu yg bikin rugi petanii,kasian petani susah payah tanam panen tp ga ada yg konsumsi, trs knp jokowi ngmng fundamental ekonomi malah game"" gajelas?akal sehatnya mana?"
positif,"Indonesia butuh perubahan, pemimpin yang berani, melihat Prabowo Sandi sangat cocok. Bang sandi paham betul ekonomi. Prabowo tegas berani karakter pemimpin dunia. Indonesia harus kuat, harus unjuk prestasi dunia #BeraniPilih02"
netral,"Industri kreatif itu bisa jadi salah satu cara rakyat keluar dari kemiskinan dan cari makan. Salah satu industri kreatif ini contohnya e-sport, potensi ekonominua besar iniloh, cmon man, be wise."
negatif,"Gini ya, kalo 02 biarlah prabowo yg mikir rakyat kecil, ekonomi mikro, keamanan. kalo sandi mikir teknologi, pendidikan.  kasian kalo 01 dibebanin ke Joko semua, pak maruf aja ngomong di debat tadi ngos ngosan masa disuruh kerja ini itu :("
netral,Akuntabilitas Kenegarawan teruji dg menerimanya. #tersenyum Saat Prabowo Salahkan Para Presiden Sebelum Jokowi soal Perekonomian Negara  http://kom.ps/AFzEnaÂ 
negatif,"4,5 tahun ngajar makro ekonomi pak ... tapi ndak tau bener apa salah ...  #TusukPrabowoSandi @prabowo @sandiuno  menang"
negatif,faktanya??? pertumbuhan ekonomi gak naik2!
positif,Asli ngakak... Kalau pak jokowi tanya ekonomi digital #JokowiMenangTotalDebat
positif,Program Tax Amnesty nya pun diakui dunia sebagai program yang bisa menyelamatkan ekonomi negara.  Duet Jokowi & bu Sri Mulyani memang teopebegete ðŸ‘ #JokowiMenangTotalDebat
netral,Ketka @sandiuno dibilang @jokowi tidak mengerti ekonomi makro  https://twitter.com/savicali/status/1117090603085389824Â â€¦
negatif,"#BeraniPilih02 #JokowiMenangTotalDebat #BarengJokowi  Menurut Sandy dia Dan Prabowo bersedia tidak digaji jika nanti terpilih emang rakyat tolol ,ya terang aja lu bedua udah tajir melintir ...."
positif,"Sungguh mulia hatinya,rela tdk mau ambil gaji sepeser pun kalo terpilih jadi presiden,masih ada orang yg tdk memikirkan diri sendiri,sedangkan siapa si yg tidak menerlukan didunia ini,ada yg sampe rela melakukan apapun demi mendapatkan uang,tp hati mu prabowo sandi berkata lain,"
negatif,"Ngerti ga istilah tadi , makanya keluar dr kolam bro.....lihat cina ekonominya maju kita hrs seperti itu ekonomi meroket bukan nyungsep....bukan ideologinya.... makanya ada istilah belajar sampai ke negeri cina.... ah iq200 sekolam!!!!"
positif,"MasyaAllah  Hati mu mulia  â€œJika kami terpilih menjadi presiden dan wakil presiden, kami berdua tidak akan mengambil gaji 1 rupiah pun , kami akan akan memberikan gaji kami kepada duafa dan untuk negara â€œ . â€œ Prabowo-Sandi â€œ Semakin mantap hati ini pada pilihan"
positif,"kapal oleng â€œAku ingin begini, aku ingin begitu.. ingin ini ingin itu banyak sekali...   Semua semua semua, dapat dikabulkan. Dapat dikabulkan dengan sumbangan ajaib.   Aku ingin harga murah, petani sejahtera. Hei, oke oce jawabannya!â€ ðŸŽ¶ðŸŽµ Prabowo Sandi Campaign 2019.  https://twitter.com/ajetedualapan/status/1117091794045390851Â â€¦"
negatif,GAJI KAMI AKAN KAMI KEMBALIKAN KE NEGARA UTK YATIM & DHUAFA (Prabowo-Sandi)  1% ELIT YANG CINTA NEGARA DAN PATRIOTIK !!
netral,Beberapa politikus Demokrat keluar ruangan debat terakhir pilpres 2019 atas pernyataan Prabowo yang menyalahkan presiden sebelulmnya soal ekonomi yang salah.  #JokowiMenangTotalDebat #Coblos01SudahTerbukti Indonesia Maju ðŸ‘ðŸ» pic.twitter.com/M8wXgZoCXy
netral,"â€œTidak mengambil gajiâ€. Resep yang sudah terbukti menang. Gokil. Tapi debat tidak akan mengubah pikiran yang sudah pro Jokowi, atau pro Prabowo sih. Tapi debat terakhir ini, bisa mengubah pikiran para swing voters. Siap siap aja 17 April. Seru ini :)"
negatif,Padahal Sandi itu pengusaha. Seharusnya paham perbedaan antara ekonomi mikro dan makro.
netral,Ingin punya pemimpin yang tidak menerima gaji sepeserpun? Tusuk Prabowo Sandi
positif,"Subhanallah ,,,masya Allah ,, hebat salutttt.di debat akhir ,penutup 02 Prabowo Sandi  kerennnn habissss,,,gaji tdk diambil ,,seluruh elemen sektor ekonomi dan sektor  tenaga kerja dan seluruh pelaku ulama ,relawan dll diberikan anugrah ..menag telak 10 -0 #DebatPilpres2019"
netral,"Statement kalau ""Pak Prabowo dan Pak Sandi gak akan mengambil gaji sepeserpun, semuanya akan digunakan untuk kepentingan rakyat"" ðŸ˜Š"
positif,"Sandi mempesona, cerdas dalam pemaparan dan sukses sebagai pelaku bisnis. Insyaallah ekonomi di bawah @prabowo @sandiuno akan membaik. #HoaxJkwMenangTotalDebat"
netral,Komitmen Prabowo sandi tidak mengambil gaji begitu terpilih jadi presiden  ini membuktikan bahwa Prabowo sandi ikhlas untuk negri ini tidak untuk memperkaya diri sendiri
negatif,"Ada org pajak yg tdk mau kongkalikong,ujung2nya sipegawai pajak kena teror dr otk,dr oknum pegawai pajak jg ada om,sehingga penerimaan pajak negara berkurangðŸ˜Š"
negatif,"Makasih berkat @jokowi listrik mahal, subsidi dihilangkan, harga pokok mahal, lapangan kerja sulit"
netral,Prabowo Sandi sumbangkan gajinya jika terpilih. Menandakan dia sudah selesai dengan pribadinya. Tinggal berfikir tentang Negara dan Bangsanya. #DebatPilpres2019
positif,"Teman sendiri ditelikung. Hahahahaha...  Dan sang jendral, secara ga langsung mengakui, arah ekonomi dibawah Jokowi sudah tepat. Hehehehe   https://www.cnnindonesia.com/nasional/20190413215716-32-386111/prabowo-sindir-presiden-sebelum-jokowi-petinggi-demokrat-woÂ â€¦ #DebatPilpres2019 #DebatTerakhirPilpres2019 #JokowiMenangTotalDebat"
negatif,Gaji presiden kurang lebih cuma 65jt... Itu Prabowo uang segitu buat beli kuda 1 ekor aja itu kurang bnyk bgt.. Gaji wapres kisaran 45jt... Yaelahhh uang jajan seminggu anaknya Sandi kali itu.. ðŸ˜…ðŸ˜…
netral,Sandi sebut ia tidak akan mengambil gajinya jika ia menjabat sebagai cawapres. Sedang Prabowo sebut jangan politisasi UU Desa. #DebatCapres #Pilpres2019 pic.twitter.com/e97rQlRlRi
negatif,"They don't expect that. Template debat mereka kan cuma ""dikuasai asing,"" ""naikan rasio pajak,"" ""harga mahal,"" dan ""bersama Prabowo Sandi."""
negatif,"Dah paham kan??? @jokowi ngajak maen game , pantesan bacanya komik. Anak gw aja dah gw Batasin main game. Dah jelas juga @prabowo mengajak kemandirian pangan. Sbb klo perut kenyang/ekonomi baik, insyaallah negara aman.  Mau maen game sambil nahan lapar? #AaGymPilihPrabowo"
positif,"strategi 02 untuk membawa isu ekonomi dari pandangan rakyat seperti cukup menarik perhatian. tapi memang kedua pasangan ini pola pikir nya berbeda, menurut saya jokowi maruf sangat praktikal dan prabowo sandi sangat konsep"
positif,"sebenarnya 02 sangat lihai membawa isu ekonomi dalam kampanye ini, menurut saya 01 cukup kewalahan dalam menangkal berbagai narasi 02. memang karena fokus Jokowi adalah infrastruktur, ibaratnya adalah modal dan tidak terlihat langsung efeknya."
netral,"siapa yang paling diuntungkan dari ""kebijakan"" menurunkan tarif PPh? ya yang nggak mau bayar pajak. ini data perusahaan Prabowo Subianto di Paradise Papers.  pic.twitter.com/19WpV0SXx6"
netral,"Manfaat jalan yang dibangun Pak @jokowi, jalan bukan hanya masalah infrastruktur tetapi pemerataan ekonomi, menaikkan potensi usaha, menyerap tenaga kerja, dan meningkatkan interaksi antar daerah. #JokowiMenangTOTALDebat pic.twitter.com/uw8k8g4ISf"
positif,nih salah satu temen dumay w seorang petani karet yg selalu sedih klo inget harga karet nyungseb belakangan ini....dan beliau berharap @prabowo bisa meningkatkan kesejahteraan petani2 karet seperti beliau...aamiinðŸ¤²  pic.twitter.com/mp8dOLbjK7
positif,"Pak Prabowo dan Pak Sandi tidak akan menerima gaji sepeserpun, Masha Allah.  Semuanya akan di wakafkan untuk Rakyat Indonesia. Semoga Prabowo Sandi menjadi pemimpin yang di ridhoâ€™i oleh Allah SWT.  ðŸ˜ŒðŸ™"
positif,"Subhanalloh.. begitu mulianya hati bapak"" qu ini.. bila diberikan amanah anda berdua bpk @prabowo dan @sandiuno anda rela gajihnya diambil oleh Negara.. untuk kepentingan Anak yatim dan kaum duafa.. Allohuakbar.. Allohuakbar.. smga bpk"" qu ini sllu dibrkn kesehatan amin..ðŸ™ðŸ˜­ðŸ˜­ðŸ˜­"
positif,"Sungguh sangat mulia dirimu pak @prabowo tidak mau mengambil gajih mu saat kelak jdi presiden, insya allah TPS ðŸ‘†"
netral,"yang saya dengar dia katakan: untuk apa impor, industri harus dalam negeri. Buat saya, ini karakteristik ekonomi tertutup."
negatif,"Scope berpikir Anda kecil sekali. Yg pak jokowi mau tekankan bukan soal main gamenya, tapi ekosistemnya. Pemain ML, DOTA, FF, PUBG banyak sekali yg berbasis di Indo. Pak Jokowi mau tau apa tanggapan pak Prabowo soal potensi dr ekonomi kreatif ini, (1)"
netral,"Jadi Film sebagai salah satu subsektor ekonomi kreatif (ekraf) dengan pertumbuhan tertinggi yaitu mencapai 10,09% pada PDB ekraf 2016.  #JokowiMenangTotalDebat @jokowi @ratunyirnyir"
netral,"Sandi: Ingin harga pangan terjangkau, tusuk Prabowo-Sandi    #HoaxJkwMenangTotalDebat"
netral,Akhir debat malam ini ditutup dengan pelajaran sangat berharga :  Jurus kartu JKW-Ma'ruf   vs   Komitmen untuk tidak mengambil gaji sepeserpun dari Prabowo-Sandi  Mana yang paling anda sukai??  Silahkan tentukan di TPS tgl 17april nanti.
netral,Mau saya kasih statistik penghasilan pro gamer ga? Bisa ngelebihi gaji seumur hidup amda mungkin
positif,"Ganasssssss, ini baru Pemimpin @prabowo @sandiuno .Tak mau ambil gaji krn menganggap ekonominya sdh Mapan. #SambutKemenangan02"
netral,Mau harga skincare turun Tusuk prabowo sandi Mau  muka putih dan glowing  Tusuk prabowo sandi  Mau harga guerlain orchide imperiale turun tusuk  prabowo sandi  #sandi
netral,@jokowi dinilai membuktikan komitmennya dalam meningkatkan Perekonomian dengan bidang industri.  #JokowiMenangTotalDebat
netral,Penutup debat terakhir prabowo_sandi tidak mengambil gaji presiden dan wakil presiden dan akan disumbangkan kerakyat dan kaum duafa ðŸ‘
netral,"ini peluang bisnis baru yang besar,  dampak itu pasti ada makanya kita harus antisipasi dan siap siap hadapi perubahan.  bukan salahkan pemerintah dan mengeluh.. siapapun pimpinan negara nya arus ekonomi bisnis global ga bisa dihindari braay, eh malah dijawab kekhawatiran pangan!"
positif,"Masya Allah My tearssss Allah bless you Sir @prabowo and Bro @sandiuno   Seluruh gaji tak kan diterima, karena Allah telah memberimu lebih dari cukup dari Indonesia ini. https://twitter.com/TRANS7/status/1117090764981526528Â â€¦"
positif,gaji bapak Prabowo Subianto dan Sandiaga Salahuddin Uno tidak akan di ambil jika jadi presiden RI ... selama ini sumbangan rakyat untuk bapak PRABOWO subianto dan bang sandiaga akan di kembalikan untuk...  https://www.facebook.com/100000473846261/posts/3158810277478069/Â â€¦
positif,"#DebatTerakhirPilpres2019   Slh satu bukti Reformasi di bid. Perpajakan Pak @jokowi yaitu kita bsa mlakukn SPT kita melalui e-failing  Ayo siapa yg masih mnyangkal slh satu kberhasiln pmrnthn beliau di bidang ini, berarti dia bukan orang yg taat pajakðŸ˜ðŸ˜ðŸ˜€ #Coblos01SudahTerbukti pic.twitter.com/pmnWmrroKi"
