sentimen,tweet,clean_tweet,clean_tweet_sentence
negatif,"Tanya utang perusahaan2nya udah di lunasin belum? Sok sok gak mau ambil gaji. Iya lah, berapa sih gaji presiden dibandingkan keuntungan dia klo jadi pejabat trus bisa main2 ama apbn?","['tanya', 'hutang', 'perusahaan2nya', 'lunasin', 'sok', 'sok', 'tidak', 'mau', 'ambil', 'gaji', 'iya', 'lah', 'berapa', 'sih', 'gaji', 'presiden', 'banding', 'untung', 'kalau', 'jadi', 'jabat', 'lalu', 'main', 'sama', 'apbn']",tanya hutang perusahaan2nya lunasin sok sok tidak mau ambil gaji iya lah berapa sih gaji presiden banding untung kalau jadi jabat lalu main sama apbn
netral,"Ingin menggunakan biofuel itu sudah ada B20 dan nanti jadi B50 lalu naik jadi B100. Cara itu sudah kita mulai. Sekali lagi ini ekonomi makro bukan mikro, tidak gampangan, @jokowi #CatatanNajwaDebatPilpres #DebatPilpres2019 #suarapenentu https://twitter.com/MataNajwa/status/1117078854881796096?s=04Â â€¦","['guna', 'biofuel', 'b20', 'jadi', 'b50', 'lalu', 'naik', 'jadi', 'b100', 'cara', 'mulai', 'sekali', 'ekonomi', 'makro', 'bukan', 'mikro', 'tidak', 'gampang', 'jokowi']",guna biofuel b20 jadi b50 lalu naik jadi b100 cara mulai sekali ekonomi makro bukan mikro tidak gampang jokowi
netral,"20.â€œ@jokowi menciptakan iklim bisnis yang kondusif melalui paket kebijakan ekonomi serta kemudahan dalam perizinan usaha. Sehingga banyak investasi masuk ke Indonesia,â€ ujar Menteri Perindustrian Airlangga Hartarto  https://bit.ly/2GkzePqÂ  #JokowiMenangTotalDebat","['20', 'jokowi', 'cipta', 'iklim', 'bisnis', 'kondusif', 'lalu', 'paket', 'bijak', 'ekonomi', 'mudah', 'izin', 'usaha', 'banyak', 'investasi', 'masuk', 'indonesia', 'ujar', 'menteri', 'industri', 'airlangga', 'hartarto']",20 jokowi cipta iklim bisnis kondusif lalu paket bijak ekonomi mudah izin usaha banyak investasi masuk indonesia ujar menteri industri airlangga hartarto
positif,"Breaking news , prabowo sandi tak ambil serupiah pun gaji kalau terpilih . Gancossssssss #17April2019PeoplePower","['breaking', 'news', 'prabowo', 'sandi', 'tidak', 'ambil', 'rupiah', 'gaji', 'kalau', 'pilih', 'gancossssssss']",breaking news prabowo sandi tidak ambil rupiah gaji kalau pilih gancossssssss
negatif,Mabar mobil legend diminngu tenang agar ekonomi meningkat ðŸ˜‚ðŸ˜‚ #HoaxJkwMenangTotalDebat,"['mabar', 'mobil', 'legend', 'diminngu', 'tenang', 'ekonomi', 'tingkat']",mabar mobil legend diminngu tenang ekonomi tingkat
negatif,Pake susu produksi perusahan bapak sendiri.. Berarti nepotisme dong.. Sok Gak ambil gaji.. Tp proyek2 dikuasai saudara sendiri.. Mmg orba ttp bangsat.. Penipu.. Penculik.. Dan pembunuh..,"['pakai', 'susu', 'produksi', 'usah', 'bapak', 'sendiri', 'arti', 'nepotisme', 'dong', 'sok', 'tidak', 'ambil', 'gaji', 'proyek2', 'asai', 'saudara', 'sendiri', 'memang', 'orba', 'tetap', 'bangsat', 'tipu', 'culik', 'bunuh']",pakai susu produksi usah bapak sendiri arti nepotisme dong sok tidak ambil gaji proyek2 asai saudara sendiri memang orba tetap bangsat tipu culik bunuh
positif,TPS: TUSUK PRABOWO SANDI IKHLAS BERBAKTI UNTUK NKRI gaji beliau2 akan diberikan utk rakyat @prabowo @sandiuno kereeeeen.. Jadi #HoaxJkwMenangTotalDebat,"['tps', 'tusuk', 'prabowo', 'sandi', 'ikhlas', 'bakti', 'negara', 'satu', 'republik', 'indonesia', 'gaji', 'beliau2', 'beri', 'rakyat', 'prabowo', 'sandiuno', 'keren', 'jadi']",tps tusuk prabowo sandi ikhlas bakti negara satu republik indonesia gaji beliau2 beri rakyat prabowo sandiuno keren jadi
positif,buset gaji gadiambil pak prabowo sandi #respect ðŸ‘ðŸ»ðŸ‘ðŸ»,"['buset', 'gaji', 'gadiambil', 'pak', 'prabowo', 'sandi']",buset gaji gadiambil pak prabowo sandi
netral,"Kan jokowi bilang, ekonomi negara itu ngomonging ekonomi makro. Nah, yg begituan apaan coba?","['kan', 'jokowi', 'bilang', 'ekonomi', 'negara', 'ngomonging', 'ekonomi', 'makro', 'nah', 'begitu', 'apa', 'coba']",kan jokowi bilang ekonomi negara ngomonging ekonomi makro nah begitu apa coba
netral,Mau gaji dokter hewan minimal 10 juta? Tusuk Prabowo-Sandi!,"['mau', 'gaji', 'dokter', 'hewan', 'minimal', '10', 'juta', 'tusuk', 'prabowosandi']",mau gaji dokter hewan minimal 10 juta tusuk prabowosandi
positif,Kalau menurut saya  bang @sandiuno  dan bapak @prabowo   mampu menempatkan di mana tugasnya  Karna saya bangga pak prabowo memberikan kesempatan untuk yang ahlinya Penjaga kedaulatan Dan  Pengelola perekonomian  Aman adil .dan makmur . Sehat selalu tugas berat di pundak bapak br2,"['kalau', 'bang', 'sandiuno', 'bapak', 'prabowo', 'mampu', 'tempat', 'mana', 'tugas', 'bangga', 'pak', 'prabowo', 'beri', 'sempat', 'ahli', 'jaga', 'daulat', 'kelola', 'ekonomi', 'aman', 'adil', 'makmur', 'sehat', 'selalu', 'tugas', 'berat', 'pundak', 'bapak', 'br2']",kalau bang sandiuno bapak prabowo mampu tempat mana tugas bangga pak prabowo beri sempat ahli jaga daulat kelola ekonomi aman adil makmur sehat selalu tugas berat pundak bapak br2
netral,"Kl harga pangan rendah (supaya konsumen sejahtera), petani teriak krn labanya berkurang (bhk rugi). Kl harganya tinggi, petani sejahtera, tp konsumen teriak. Jd, terkait harga pangan ini, apa ""kuncinya"" supaya petani & konsumen sejahtera?","['kalau', 'harga', 'pangan', 'rendah', 'konsumen', 'sejahtera', 'tani', 'teriak', 'laba', 'kurang', 'bhk', 'rugi', 'kalau', 'harga', 'tinggi', 'tani', 'sejahtera', 'konsumen', 'teriak', 'jadi', 'kait', 'harga', 'pangan', 'apa', 'kunci', 'tani', 'konsumen', 'sejahtera']",kalau harga pangan rendah konsumen sejahtera tani teriak laba kurang bhk rugi kalau harga tinggi tani sejahtera konsumen teriak jadi kait harga pangan apa kunci tani konsumen sejahtera
positif,Terimakasih kepada Pak @jokowi  yang telah memberikan kuliah singkat memerintah negara kepada @prabowo  dan @sandiuno.  Jelas bahwa kiasan2 ekonomi mikro tidak dapat serta merta diimplementasikan dalam ekonomi makro.  #JokowiMenangTotalDebat,"['terimakasih', 'pak', 'jokowi', 'beri', 'kuliah', 'singkat', 'perintah', 'negara', 'prabowo', 'sandiuno', 'jelas', 'kiasan2', 'ekonomi', 'mikro', 'tidak', 'merta', 'implementasi', 'ekonomi', 'makro']",terimakasih pak jokowi beri kuliah singkat perintah negara prabowo sandiuno jelas kiasan2 ekonomi mikro tidak merta implementasi ekonomi makro
netral,Prabowo Sandi menyerahkan gajinya untuk anak yatim & kaum duafa.aamiin #GueKapokPilihJokowi,"['prabowo', 'sandi', 'serah', 'gaji', 'anak', 'yatim', 'kaum', 'duafa', 'amin']",prabowo sandi serah gaji anak yatim kaum duafa amin
positif,"Jadi alangkah lebih baiknya pak @prabowo dan pak @sandiuno tidak hanya memberi seluruh gaji jika jadi presiden dan wakil presiden, tapi juga bisa memberikan seluruh tunjangan jabatannya juga karena endingnya pemberiannya akan jauh lebih besar, pahala lebih besar. Sekian :))","['jadi', 'alangkah', 'lebih', 'baik', 'pak', 'prabowo', 'pak', 'sandiuno', 'tidak', 'beri', 'seluruh', 'gaji', 'jadi', 'presiden', 'wakil', 'presiden', 'beri', 'seluruh', 'tunjang', 'jabat', 'endingnya', 'beri', 'jauh', 'lebih', 'besar', 'pahala', 'lebih', 'besar', 'sekian']",jadi alangkah lebih baik pak prabowo pak sandiuno tidak beri seluruh gaji jadi presiden wakil presiden beri seluruh tunjang jabat endingnya beri jauh lebih besar pahala lebih besar sekian
negatif,"People: Jadi gimana ini program ekonomi Prabowo Sandi? Nggak boleh utang, nurunin pajak penghasilan/korporasi, dan gak boleh jualan SDA.  How do you fund your programs?  Prabowo sandi: emang kita ga punya program, jadi ya emang ga butuh dana ðŸ˜Ž","['people', 'jadi', 'bagaimana', 'program', 'ekonomi', 'prabowo', 'sandi', 'tidak', 'hutang', 'nurunin', 'pajak', 'penghasilankorporasi', 'tidak', 'jual', 'sda', 'how', 'you', 'fund', 'your', 'programs', 'prabowo', 'sandi', 'memang', 'tidak', 'punya', 'program', 'jadi', 'iya', 'memang', 'tidak', 'butuh', 'dana']",people jadi bagaimana program ekonomi prabowo sandi tidak hutang nurunin pajak penghasilankorporasi tidak jual sda how you fund your programs prabowo sandi memang tidak punya program jadi iya memang tidak butuh dana
negatif,"02 Hati-hati sama pernyataan ""gak ngambil gaji""  Pertama, mereka sudah kaya, kedua, aparatur negara gak cuma dapet gaji, tapi banyak tunjangannya. Biasanya bahkan tunjangan lebih gede daripada gaji.  Wah baru skrg Pak Prabowo komen ttg freeport. Saya gak ada waktu utk krosscek","['02', 'hatihati', 'sama', 'nyata', 'tidak', 'ambil', 'gaji', 'pertama', 'kayak', 'dua', 'aparatur', 'negara', 'tidak', 'cuma', 'gaji', 'banyak', 'tunjang', 'biasa', 'bahkan', 'tunjang', 'lebih', 'gede', 'gaji', 'wah', 'baru', 'sekarang', 'pak', 'prabowo', 'komen', 'freeport', 'tidak', 'waktu', 'krosscek']",02 hatihati sama nyata tidak ambil gaji pertama kayak dua aparatur negara tidak cuma gaji banyak tunjang biasa bahkan tunjang lebih gede gaji wah baru sekarang pak prabowo komen freeport tidak waktu krosscek
positif,"Bismillah, dilihat dari hasil debat malam ini pasangan Prabowo sandi sangat konsen dengan masyarakat, diutamakan swasembada pangan, harga bahan pokok,listrik, bbm turun, menciptakan 14 JT lapangan kerja.. Insya Allah mantap pilih 02 Yg setuju RT Broo.. #BeraniPilih02","['bismillah', 'lihat', 'hasil', 'debat', 'malam', 'pasang', 'prabowo', 'sandi', 'sangat', 'konsentrasi', 'masyarakat', 'utama', 'swasembada', 'pangan', 'harga', 'bahan', 'pokoklistrik', 'bbm', 'turun', 'cipta', '14', 'juta', 'lapang', 'kerja', 'insya', 'allah', 'mantap', 'pilih', '02', 'tuju', 'rt', 'broo']",bismillah lihat hasil debat malam pasang prabowo sandi sangat konsentrasi masyarakat utama swasembada pangan harga bahan pokoklistrik bbm turun cipta 14 juta lapang kerja insya allah mantap pilih 02 tuju rt broo
negatif,"Gaya banget ngomongin mobile legends,,, memangnya semua anak kaki ini mau diminta jadi gamers? Atau disuruh main game terus g ngaji, g kerja PR.?.","['gaya', 'sekali', 'bicara', 'mobile', 'legends', 'memang', 'semua', 'anak', 'kaki', 'mau', 'minta', 'jadi', 'gamers', 'suruh', 'main', 'game', 'terus', 'tidak', 'aji', 'tidak', 'kerja', 'pr']",gaya sekali bicara mobile legends memang semua anak kaki mau minta jadi gamers suruh main game terus tidak aji tidak kerja pr
negatif,"Pak Prabowo dan Pak @sandiuno, anda mau membuat semua harga jd murah dan terjangkau rakyat, kebijakan sosialis macam itu udh prnah diterapakan di Venezuela pak sebelum ekonomi Venezuela akhirnya collapse dg inflasi lbh dari 500%. Populis tp serem pak efeknya.","['pak', 'prabowo', 'pak', 'sandiuno', 'mau', 'buat', 'semua', 'harga', 'jadi', 'murah', 'jangkau', 'rakyat', 'bijak', 'sosialis', 'macam', 'pernah', 'apa', 'venezuela', 'pak', 'ekonomi', 'venezuela', 'akhir', 'collapse', 'inflasi', 'lebih', '500', 'populis', 'seram', 'pak', 'efek']",pak prabowo pak sandiuno mau buat semua harga jadi murah jangkau rakyat bijak sosialis macam pernah apa venezuela pak ekonomi venezuela akhir collapse inflasi lebih 500 populis seram pak efek
positif,Luar biasa performa dan penjelasan  Pak Jokowi dan KH Ma'ruf Amin tentang capaian ekonomi dan pemerataan dari sabang sampai merauke  #JokowiMenangTotalDebat #01IndonesiaMaju #01JokowiAmin,"['luar', 'biasa', 'performa', 'jelas', 'pak', 'jokowi', 'maruf', 'amin', 'capai', 'ekonomi', 'perata', 'sabang', 'merauke']",luar biasa performa jelas pak jokowi maruf amin capai ekonomi perata sabang merauke
negatif,"Gaji Presiden / wapres Gak gede2 amat... Jauh lebih gede gaji Presdir bank / BUMN , Gak ngaruh. Rakyat yg butuh janji kek gitu","['gaji', 'presiden', 'wapres', 'tidak', 'gede2', 'jauh', 'lebih', 'gede', 'gaji', 'presdir', 'bank', 'bumn', 'tidak', 'pengaruh', 'rakyat', 'butuh', 'janji']",gaji presiden wapres tidak gede2 jauh lebih gede gaji presdir bank bumn tidak pengaruh rakyat butuh janji
netral,Catat: Prabowo Sandi tidak akan ambil Gajinya selama menjabat sebagai presiden dan wakil presiden. #PrabowoSandiOKBanget,"['catat', 'prabowo', 'sandi', 'tidak', 'ambil', 'gaji', 'lama', 'jabat', 'presiden', 'wakil', 'presiden']",catat prabowo sandi tidak ambil gaji lama jabat presiden wakil presiden
netral,Jika @prabowo dan @sandiuno terpilih kami tidak akan mengambil gaji kami 1 rupiahpun #tusukprabowosandi,"['prabowo', 'sandiuno', 'pilih', 'tidak', 'ambil', 'gaji', '1', 'rupiah']",prabowo sandiuno pilih tidak ambil gaji 1 rupiah
negatif,Horang kaya... Bisa saja tidak ambil gajinya. Bagaimana dengan kroni kroninya bisa menggerogoti . Ngeri,"['horang', 'kayak', 'tidak', 'ambil', 'gaji', 'bagaimana', 'kroni', 'kroni', 'gerogot', 'ngeri']",horang kayak tidak ambil gaji bagaimana kroni kroni gerogot ngeri
netral,"Pernyataan Penutup  Oposisi berkomitmen menyumbangkan seluruh â€˜gaji jabatanâ€™ untuk berkontribusi dalam kesejahteraan masyarakat. Menjanjikan kemudahan dalam berbagai sektor pemerintahan untuk menciptakan kesejahteraan rakyat.  TUSUK PRABOWO-SANDI! SAYA, SAYA, SAYA! YOUR TURN BRO!","['nyata', 'tutup', 'oposisi', 'komitmen', 'sumbang', 'seluruh', 'gaji', 'jabat', 'kontribusi', 'sejahtera', 'masyarakat', 'janji', 'mudah', 'bagai', 'sektor', 'perintah', 'cipta', 'sejahtera', 'rakyat', 'tusuk', 'prabowosandi', 'your', 'turn', 'saudara', 'laki']",nyata tutup oposisi komitmen sumbang seluruh gaji jabat kontribusi sejahtera masyarakat janji mudah bagai sektor perintah cipta sejahtera rakyat tusuk prabowosandi your turn saudara laki
negatif,sebenernyaa apa motif pak prabowo dan bang sandi untuk jadi presiden dan wakil presiden kao ga mau dapet uang gajian untuk balik modal kampanye...??? #DebatPilpres2019 #JokowiMenangTotalDebat,"['sebenernyaa', 'apa', 'motif', 'pak', 'prabowo', 'bang', 'sandi', 'jadi', 'presiden', 'wakil', 'presiden', 'kao', 'tidak', 'mau', 'uang', 'gaji', 'balik', 'modal', 'kampanye']",sebenernyaa apa motif pak prabowo bang sandi jadi presiden wakil presiden kao tidak mau uang gaji balik modal kampanye
positif,Wow ga ngambil gaji sedikitpun kalo jadi presiden. YaAllah semoga rejeki pak prabowo dan pak sandi dilimpahkan terus menerus. Aamiin.,"['wow', 'tidak', 'ambil', 'gaji', 'sedikit', 'kalau', 'jadi', 'presiden', 'yaallah', 'moga', 'rezeki', 'pak', 'prabowo', 'pak', 'sandi', 'limpah', 'terus', 'terus', 'amin']",wow tidak ambil gaji sedikit kalau jadi presiden yaallah moga rezeki pak prabowo pak sandi limpah terus terus amin
netral," Bukan kesulitan yang membuat kita ketakutan,  akan tetapi ketakutan yang membuat kita kesulitan   ~ Jokowi "" Jika kami mendapatkan amanah,  kami tidak akan mengambil sepeserpun gaji "" ~ Sandiaga Uno","['bukan', 'sulit', 'buat', 'takut', 'takut', 'buat', 'sulit', 'jokowi', 'dapat', 'amanah', 'tidak', 'ambil', 'peser', 'gaji', 'sandiaga', 'uno']",bukan sulit buat takut takut buat sulit jokowi dapat amanah tidak ambil peser gaji sandiaga uno
negatif,Orang mikirin perut bagaimana kesejatraan bangsa. Ehh ini malah ngomongin  mobil lagend itu mainan anak milenial .dirumah gak ada beras ... Petani gagal panen . harga2 mahal . ini ngomongin mobil lagend,"['orang', 'pikir', 'perut', 'bagaimana', 'kesejatraan', 'bangsa', 'eh', 'bahkan', 'bicara', 'mobil', 'lagend', 'main', 'anak', 'milenial', 'rumah', 'tidak', 'beras', 'tani', 'gagal', 'panen', 'harga2', 'mahal', 'bicara', 'mobil', 'lagend']",orang pikir perut bagaimana kesejatraan bangsa eh bahkan bicara mobil lagend main anak milenial rumah tidak beras tani gagal panen harga2 mahal bicara mobil lagend
netral,"Aku gaji dipotong aja mbesengut, prabowo sandi kalo jadi presiden gak butuh gaji cuy. Ah dasar missqueeen.","['gaji', 'potong', 'mbesengut', 'prabowo', 'sandi', 'kalau', 'jadi', 'presiden', 'tidak', 'butuh', 'gaji', 'cuy', 'ah', 'dasar', 'missqueeen']",gaji potong mbesengut prabowo sandi kalau jadi presiden tidak butuh gaji cuy ah dasar missqueeen
negatif,Haduh Pak Prabowo sebenernya lagi debat sama siapa si pak kok kaga nyambung gitu juga menyebut salah arah ekonomi ini terjadi karena kesalahan presiden-presiden sebelum Jokowi.   https://www.cnnindonesia.com/nasional/20190413215716-32-386111/prabowo-sindir-presiden-sebelum-jokowi-petinggi-demokrat-woÂ â€¦ #DebatPilpres2019 #BarengJokowi #JokowiMenangTotalDebat,"['aduh', 'pak', 'prabowo', 'benar', 'debat', 'sama', 'siapa', 'sih', 'pak', 'kok', 'tidak', 'sambung', 'sebut', 'salah', 'arah', 'ekonomi', 'jadi', 'salah', 'presidenpresiden', 'jokowi']",aduh pak prabowo benar debat sama siapa sih pak kok tidak sambung sebut salah arah ekonomi jadi salah presidenpresiden jokowi
negatif,"BUMN kita benteng terakhir ekonomi kita kata pak @prabowo tapi sekarang hancur. Mau holding holding, yang sekarang aja ngga beres. Garuda kebanggaan kita saat ini morat marit. #HoaxJkwMenangTotalDebat","['bumn', 'benteng', 'akhir', 'ekonomi', 'kata', 'pak', 'prabowo', 'sekarang', 'hancur', 'mau', 'holding', 'holding', 'sekarang', 'tidak', 'beres', 'garuda', 'bangga', 'morat', 'marit']",bumn benteng akhir ekonomi kata pak prabowo sekarang hancur mau holding holding sekarang tidak beres garuda bangga morat marit
negatif,"pak @jokowi , anda fokus pada pembangunan ekonomi makro, tapi ekonomi mikro hancur?pak, mikro yg menopang makro, bukan dibalik ðŸ˜œðŸ˜œðŸ˜œðŸ˜œðŸ˜œðŸ˜œ","['pak', 'jokowi', 'fokus', 'bangun', 'ekonomi', 'makro', 'ekonomi', 'mikro', 'hancurpak', 'mikro', 'topang', 'makro', 'bukan', 'balik']",pak jokowi fokus bangun ekonomi makro ekonomi mikro hancurpak mikro topang makro bukan balik
netral,"BUKAN OKE NGOCEH, ini pinjaman modal tanpa agunan.  Namanya si Mekaar ""Membina Ekonomi Keluarga Sejahtera"" Program pemerintahan @Jokowi ini sgt merakyat dan telah banyak memberi perubahan keadaan ekonomi ibu-ibu Indonesia menjadi lebih baik.   #PutihItu01 pic.twitter.com/dX3jsBrQ4j","['bukan', 'oke', 'oceh', 'pinjam', 'modal', 'agun', 'nama', 'sih', 'mekaar', 'bina', 'ekonomi', 'keluarga', 'sejahtera', 'program', 'perintah', 'jokowi', 'sangat', 'rakyat', 'banyak', 'beri', 'ubah', 'ada', 'ekonomi', 'ibuibu', 'indonesia', 'jadi', 'lebih', 'baik']",bukan oke oceh pinjam modal agun nama sih mekaar bina ekonomi keluarga sejahtera program perintah jokowi sangat rakyat banyak beri ubah ada ekonomi ibuibu indonesia jadi lebih baik
netral,Ibu Srimulyani tetap semangat  mereka yg ribut soal penghargaan Ibu karena mereka iri  Mereka gak pernah hasil kerjanya di akui oleh siapapun,"['ibu', 'srimulyani', 'tetap', 'semangat', 'ribut', 'soal', 'harga', 'ibu', 'iri', 'tidak', 'pernah', 'hasil', 'kerja', 'aku', 'siapa']",ibu srimulyani tetap semangat ribut soal harga ibu iri tidak pernah hasil kerja aku siapa
netral,1. Lapangan kerja tersedia 2. Ekonomi tumbuh meroket #PutihkanGBK,"['1', 'lapang', 'kerja', 'sedia', '2', 'ekonomi', 'tumbuh', 'roket']",1 lapang kerja sedia 2 ekonomi tumbuh roket
netral,Harta yg paling berharga adalah keluarga(-nya pak Jokowi),"['harta', 'paling', 'harga', 'keluarga', 'pak', 'jokowi']",harta paling harga keluarga pak jokowi
netral,Harga-harga kebutuhan pokok terjangkau dan terkendali... #2019GantiPresiden #2019GantiPresiden,"['hargaharga', 'butuh', 'pokok', 'jangkau', 'kendali']",hargaharga butuh pokok jangkau kendali
negatif,"Krik krik... #kemudianhening  Percuma lowongan pekerjaan banyak, klo kerja gak digaji... seperti kiani","['garing', 'garing', 'percuma', 'lowong', 'kerja', 'banyak', 'kalau', 'kerja', 'tidak', 'gaji', 'kiani']",garing garing percuma lowong kerja banyak kalau kerja tidak gaji kiani
netral,"Ekonomi tumbuh lebih baik,  Hukum yg adil.  #PutihkanJakarta #PutihkanJakarta","['ekonomi', 'tumbuh', 'lebih', 'baik', 'hukum', 'adil']",ekonomi tumbuh lebih baik hukum adil
netral,Prabowo adalah satu-satunya pemimpin yang akan membantu kita menjaga penghasilan rakyat dan mencegah pajak yang lebih tinggi #prabowoaman2019,"['prabowo', 'satusatunya', 'pimpin', 'bantu', 'jaga', 'hasil', 'rakyat', 'cegah', 'pajak', 'lebih', 'tinggi']",prabowo satusatunya pimpin bantu jaga hasil rakyat cegah pajak lebih tinggi
netral,"Kita hargai.. Kita hormati.. Walaupun kami sedih melihatnya..   Ma'ruf Amin Tolak Hadiri Kampanye Prabowo yang Undang PA 212: Sudah Selesai, Enggak Ada Hubungan  http://share.babe.news/s/xwcSfkdÂ ","['harga', 'hormat', 'walaupun', 'sedih', 'lihat', 'maruf', 'amin', 'tolak', 'hadir', 'kampanye', 'prabowo', 'undang', 'apa', '212', 'selesai', 'tidak', 'hubung']",harga hormat walaupun sedih lihat maruf amin tolak hadir kampanye prabowo undang apa 212 selesai tidak hubung
